0,1,2
7051,8,0
7052,2,0
7053,13,0
7054,8,0
7055,6,0
7056,2,0
7057,52,1
7058,41,0
7059,314,1
7060,69,1
7061,5,0
7062,39,0
7063,0,0
7064,50,0
7065,71,1
7066,14,0
7067,1,0
7068,16,0
7069,10,0
7070,42,0
7071,30,0
7072,55,1
7073,7,0
7074,0,0
7075,9,0
7076,0,0
7077,27,0
7078,0,0
7079,43,0
7080,33,0
7081,5,0
7082,74,1
7083,59,1
7084,3,0
7085,14,0
7086,346,1
7087,8,0
7088,9,0
7089,0,0
7090,0,0
7091,39,0
7092,34,0
7093,81,1
7094,16,0
7095,94,1
7096,0,0
7097,1,0
7098,3,0
7099,2,0
7100,8,0
7101,109,1
7102,7,0
7103,1,0
7104,16,0
7105,11,0
7106,2,0
7107,6,0
7108,62,1
7109,157,1
7110,7,0
7111,14,0
7112,0,0
7113,30,0
7114,15,0
7115,3,0
7116,4,0
7117,24,0
7118,42,0
7119,17,0
7120,7,0
7121,16,0
7122,45,0
7123,2,0
7124,3,0
7125,7,0
7126,2,0
7127,104,1
7128,63,1
7129,9,0
7130,7,0
7131,1,0
7132,10,0
7133,46,0
7134,29,0
7135,122,1
7136,57,1
7137,16,0
7138,77,1
7139,29,0
7140,13,0
7141,25,0
7142,10,0
7143,11,0
7144,12,0
7145,9,0
7146,0,0
7147,42,0
7148,203,1
7149,1,0
7150,20,0
7151,13,0
7152,7,0
7153,9,0
7154,47,0
7155,1,0
7156,14,0
7157,168,1
7158,78,1
7159,0,0
7160,0,0
7161,12,0
7162,3,0
7163,23,0
7164,12,0
7165,9,0
7166,7,0
7167,57,1
7168,19,0
7169,186,1
7170,2,0
7171,1,0
7172,2,0
7173,6,0
7174,2,0
7175,16,0
7176,21,0
7177,337,1
7178,2,0
7179,470,1
7180,517,1
7181,3,0
7182,3,0
7183,134,1
7184,4,0
7185,12,0
7186,14,0
7187,25,0
7188,23,0
7189,29,0
7190,29,0
7191,4,0
7192,15,0
7193,3,0
7194,27,0
7195,501,1
7196,5,0
7197,61,1
7198,29,0
7199,4,0
7200,143,1
7201,162,1
7202,62,1
7203,40,0
7204,175,1
7205,891,1
7206,77,1
7207,3,0
7208,24,0
7209,2,0
7210,1,0
7211,24,0
7212,15,0
7213,1,0
7214,4,0
7215,112,1
7216,7,0
7217,11,0
7218,9,0
7219,67,1
7220,0,0
7221,10,0
7222,3,0
7223,225,1
7224,286,1
7225,36,0
7226,0,0
7227,13,0
7228,1,0
7229,2,0
7230,10,0
7231,9,0
7232,114,1
7233,58,1
7234,31,0
7235,2,0
7236,10,0
7237,78,1
7238,283,1
7239,1,0
7240,2,0
7241,6,0
7242,507,1
7243,67,1
7244,80,1
7245,2,0
7246,14,0
7247,3,0
7248,183,1
7249,24,0
7250,21,0
7251,214,1
7252,1,0
7253,48,0
7254,3,0
7255,3,0
7256,4,0
8001,3,0
8002,59,1
8003,1,0
8004,212,1
8005,4,0
8006,43,0
8007,56,1
8008,164,1
8009,29,0
8010,27,0
8011,27,0
8012,2,0
8013,20,0
8014,22,0
8015,10,0
8016,15,0
8017,17,0
8018,163,1
8019,6,0
8020,9,0
8021,5,0
8022,0,0
8023,1,0
8024,82,1
8025,5,0
8026,35,0
8027,48,0
8028,0,0
8029,46,0
8030,0,0
8031,104,1
8032,0,0
8033,111,1
8034,10,0
8035,16,0
8036,330,1
8037,8,0
8038,117,1
8039,0,0
8040,14,0
8041,1,0
8042,4,0
8043,5,0
8044,35,0
8045,588,1
8046,387,1
8047,113,1
8048,418,1
8049,12,0
8050,0,0
8051,3,0
8052,14,0
8053,40,0
8054,25,0
8055,8,0
8056,408,1
8057,2,0
8058,5,0
8059,15,0
8060,88,1
8061,0,0
8062,16,0
8063,15,0
8064,69,1
8065,3,0
8066,28,0
8067,44,0
8068,44,0
8069,119,1
8070,19,0
8071,9,0
8072,1,0
8073,4,0
8074,0,0
8075,29,0
8076,42,0
8077,0,0
8078,3,0
8079,9,0
8080,12,0
8081,4,0
8082,28,0
8083,169,1
8084,187,1
8085,69,1
8086,24,0
8087,21,0
8088,0,0
8089,0,0
8090,19,0
8091,70,1
8092,17,0
8093,4,0
8094,4,0
8095,56,1
8096,0,0
8097,44,0
8098,85,1
8099,28,0
8100,73,1
8101,21,0
8102,20,0
8103,2,0
8104,36,0
8105,75,1
8106,13,0
8107,11,0
8108,1,0
8109,115,1
8110,11,0
8111,1,0
8112,9,0
8113,9,0
8114,3,0
8115,14,0
8116,108,1
8117,23,0
8118,43,0
8119,27,0
8120,33,0
8121,104,1
8122,483,1
8123,18,0
8124,20,0
8125,3,0
8126,34,0
8127,346,1
8128,0,0
8129,0,0
8130,4,0
8131,1,0
8132,52,1
8133,114,1
8134,51,1
8135,274,1
8136,8,0
8137,36,0
8138,0,0
8139,386,1
8140,2,0
8141,11,0
8142,8,0
8143,4,0
8144,0,0
8145,69,1
8146,26,0
8147,3,0
8148,17,0
8149,23,0
8150,4,0
8151,5,0
8152,33,0
8153,13,0
8154,2,0
8155,10,0
8156,46,0
8157,364,1
8158,0,0
8159,19,0
8160,136,1
8161,68,1
8162,4,0
8163,22,0
8164,7,0
8165,130,1
8166,6,0
8167,58,1
8168,49,0
8169,6,0
8170,28,0
8171,21,0
8172,1,0
8173,6,0
8174,5,0
8175,2,0
8176,0,0
8177,6,0
8178,2,0
8179,1,0
8180,0,0
8181,29,0
8182,5,0
8183,1,0
8184,2,0
8185,6,0
8186,14,0
8187,4,0
8188,2,0
8189,8,0
8190,13,0
8191,3,0
8192,0,0
8193,6,0
8194,13,0
8195,18,0
8196,8,0
8197,110,1
8198,3,0
8199,0,0
8200,124,1
8201,39,0
8202,18,0
8203,81,1
8204,2,0
8205,27,0
8206,63,1
8207,2,0
8208,13,0
8209,58,1
8210,3,0
8211,158,1
8212,32,0
8213,29,0
8214,0,0
8215,3,0
8216,3,0
8217,1,0
8218,6,0
8219,29,0
8220,1,0
8221,88,1
8222,67,1
8223,32,0
8224,350,1
8225,49,0
8226,55,1
8227,153,1
8228,1,0
8229,11,0
8230,48,0
8231,4,0
8232,27,0
8233,1,0
8234,2,0
8235,3,0
8236,40,0
8237,5,0
8238,0,0
8239,1,0
8240,26,0
8241,17,0
8242,25,0
8243,16,0
8244,43,0
8245,110,1
8246,1,0
8247,343,1
8248,3,0
8249,13,0
8250,0,0
8251,4,0
8252,15,0
8253,27,0
90001,8,0
9002,0,0
9003,2,0
9004,1,0
9005,75,1
9006,179,1
9007,63,1
9008,5,0
9009,53,1
9010,5,0
9011,126,1
9012,20,0
9013,0,0
9014,90,1
9015,68,1
9016,22,0
9017,3,0
9018,4,0
9019,2,0
9020,11,0
9021,9,0
9022,17,0
9023,3,0
9024,24,0
9025,14,0
9026,118,1
9027,8,0
9028,4,0
9029,16,0
9030,51,1
9031,55,1
9032,23,0
9033,11,0
9034,835,1
9035,435,1
9036,2,0
9037,47,0
9038,1,0
9039,107,1
9040,18,0
9041,20,0
9042,78,1
9043,17,0
9044,24,0
9045,9,0
9046,81,1
9047,0,0
9048,0,0
9049,4,0
9050,2,0
9051,19,0
9052,1,0
9053,8,0
9054,0,0
9055,10,0
9056,22,0
9057,24,0
9058,24,0
9059,12,0
9060,56,1
9061,34,0
9062,9,0
9063,7,0
9064,22,0
9065,14,0
9066,8,0
9067,10,0
9068,9,0
9069,34,0
9070,0,0
9071,179,1
9072,2,0
9073,139,1
9074,3,0
9075,1,0
9076,10,0
9077,29,0
9078,17,0
9079,2,0
9080,9,0
9081,89,1
9082,93,1
9083,14,0
9084,31,0
9085,122,1
9086,0,0
9087,19,0
9088,66,1
9089,153,1
9090,5,0
9091,2,0
9092,12,0
9093,0,0
9094,16,0
9095,78,1
9096,0,0
9097,12,0
9098,136,1
9099,0,0
9100,36,0
9101,5,0
9102,47,0
9103,13,0
9104,29,0
9105,46,0
9106,7,0
9107,4,0
9108,1,0
9109,9,0
9110,2,0
9111,2,0
9112,18,0
9113,3,0
9114,73,1
9115,0,0
9116,30,0
9117,0,0
9118,12,0
9119,7,0
9120,6,0
9121,1,0
9122,21,0
9123,0,0
9124,12,0
9125,118,1
9126,53,1
9127,61,1
9128,9,0
9129,8,0
9130,22,0
9131,124,1
9132,27,0
9133,480,1
9134,5,0
9135,462,1
9136,3,0
9137,14,0
9138,29,0
9139,18,0
9140,56,1
9141,39,0
9142,1,0
9143,4,0
9144,16,0
9145,37,0
9146,0,0
9147,3,0
9148,7,0
9149,14,0
9150,82,1
9151,21,0
9152,50,0
9153,41,0
9154,31,0
9155,137,1
9156,0,0
9157,4,0
9158,33,0
9159,1,0
9160,0,0
9161,43,0
9162,97,1
9163,8,0
9164,13,0
9165,4,0
9166,2,0
9167,47,0
9168,76,1
9169,13,0
9170,11,0
9171,2,0
9172,8,0
9173,22,0
9174,0,0
9175,0,0
9176,64,1
9177,0,0
9178,22,0
9179,101,1
9180,31,0
9181,2,0
9182,44,0
9183,2,0
9184,0,0
9185,0,0
9186,62,1
9187,0,0
9188,9,0
9189,564,1
9190,11,0
9191,10,0
9192,80,1
9193,2,0
9194,22,0
9195,16,0
9196,1,0
9197,1,0
9198,19,0
9199,0,0
9200,61,1
9201,18,0
9202,110,1
9203,1,0
9204,0,0
9205,9,0
9206,1,0
9207,13,0
9208,5,0
9209,98,1
9210,46,0
9211,22,0
9212,38,0
9213,3,0
9214,43,0
9215,82,1
9216,22,0
9217,12,0
9218,2269,1
9219,10,0
9220,46,0
9221,6,0
9222,48,0
9223,1,0
9224,6,0
9225,2,0
9226,18,0
9227,56,1
9228,76,1
9229,2,0
9230,29,0
9231,4,0
9232,57,1
9233,32,0
9234,28,0
9235,0,0
9236,0,0
9237,2,0
9238,3,0
9239,48,0
9240,2,0
9241,3,0
9242,100,1
9243,5,0
9244,0,0
9245,47,0
9246,15,0
9247,12,0
9248,29,0
9249,99,1
9250,6,0
9251,1066,1
9252,2,0
10001,11,0
10002,6,0
10003,101,1
10004,3,0
10005,12,0
10006,27,0
10007,21,0
10008,1,0
10009,41,0
10010,22,0
10011,51,1
10012,542,1
10013,7,0
10014,2,0
10015,303,1
10016,3,0
10017,206,1
10018,8,0
10019,3,0
10020,9,0
10021,196,1
10022,40,0
10023,20,0
10024,4,0
10025,98,1
10026,39,0
10027,0,0
10028,4,0
10029,5,0
10030,74,1
10031,37,0
10032,64,1
10033,0,0
10034,21,0
10035,1,0
10036,140,1
10037,109,1
10038,341,1
10039,18,0
10040,13,0
10041,125,1
10042,84,1
10043,0,0
10044,6,0
10045,1,0
10046,35,0
10047,52,1
10048,19,0
10049,4,0
10050,84,1
10051,13,0
10052,47,0
10053,10,0
10054,80,1
10055,36,0
10056,15,0
10057,66,1
10058,3,0
10059,15,0
10060,2,0
10061,298,1
10062,125,1
10063,1,0
10064,65,1
10065,41,0
10066,15,0
10067,9,0
10068,23,0
10069,3,0
10070,44,0
10071,2,0
10072,232,1
10073,82,1
10074,9,0
10075,0,0
10076,75,1
10077,0,0
10078,16,0
10079,12,0
10080,34,0
10081,39,0
10082,0,0
10083,164,1
10084,53,1
10085,63,1
10086,5,0
10087,16,0
10088,1,0
10089,149,1
10090,159,1
10091,21,0
10092,45,0
10093,19,0
10094,3,0
10095,2,0
10096,21,0
10097,5,0
10098,20,0
10099,73,1
10100,11,0
10101,88,1
10102,29,0
10103,1,0
10104,3,0
10105,30,0
10106,11,0
10107,6,0
10108,0,0
10109,22,0
10110,0,0
10111,14,0
10112,30,0
10113,33,0
10114,4,0
10115,259,1
10116,109,1
10117,1,0
10118,15,0
10119,23,0
10120,29,0
10121,182,1
10122,6,0
10123,10,0
10124,666,1
10125,9,0
10126,1,0
10127,33,0
10128,5,0
10129,0,0
10130,10,0
10131,4,0
10132,11,0
10133,0,0
10134,59,1
10135,3,0
10136,0,0
10137,3,0
10138,9,0
10139,15,0
10140,5,0
10141,26,0
10142,1,0
10143,22,0
10144,8,0
10145,176,1
10146,0,0
10147,83,1
10148,0,0
10149,6,0
10150,2,0
10151,37,0
10152,86,1
10153,0,0
10154,0,0
10155,9,0
10156,9,0
10157,101,1
10158,22,0
10159,39,0
10160,51,1
10161,0,0
10162,5,0
10163,0,0
10164,5,0
10165,53,1
10166,5,0
10167,11,0
10168,6,0
10169,72,1
10170,3,0
10171,4,0
10172,0,0
10173,3,0
10174,0,0
10175,12,0
10176,16,0
10177,8,0
10178,7,0
10179,39,0
10180,26,0
10181,16,0
10182,3,0
10183,1,0
10184,3,0
10185,20,0
10186,0,0
10187,6,0
10188,270,1
10189,7,0
10190,8,0
10191,4,0
10192,17,0
10193,5,0
10194,48,0
10195,0,0
10196,9,0
10197,53,1
10198,72,1
10199,802,1
10200,2,0
10201,33,0
10202,17,0
10203,4,0
10204,10,0
10205,1,0
10206,82,1
10207,0,0
10208,0,0
10209,52,1
10210,59,1
10211,20,0
10212,2,0
10213,89,1
10214,31,0
10215,33,0
10216,1,0
10217,58,1
10218,94,1
10219,218,1
10220,77,1
10221,61,1
10222,58,1
10223,1,0
10224,67,1
10225,4,0
10226,6,0
10227,29,0
10228,25,0
10229,46,0
10230,0,0
10231,107,1
10232,14,0
10233,74,1
10234,26,0
10235,29,0
10236,37,0
10237,20,0
10238,10,0
10239,6,0
10240,30,0
10241,7,0
10242,31,0
10243,6,0
10244,4,0
10245,0,0
10246,11,0
10247,11,0
10248,5,0
10249,19,0
10250,68,1
10251,7,0
10252,163,1
10253,7,0
10254,9,0
10255,23,0
10256,30,0
10257,15,0
10258,79,1
10259,3,0
10260,5,0
10261,0,0
10262,133,1
10263,19,0
10264,250,1
10265,60,1
10266,49,0
10267,29,0
10268,19,0
10269,20,0
10270,15,0
10271,104,1
10272,9,0
10273,8,0
10274,0,0
10275,30,0
10276,4,0
10277,160,1
10278,1,0
10279,24,0
10280,100,1
10281,8,0
10282,10,0
10283,18,0
10284,12,0
10285,6,0
10286,16,0
10287,8,0
10288,1,0
10289,3,0
10290,178,1
10291,39,0
10292,232,1
10293,2,0
11001,33,0
11002,43,0
11003,19,0
11004,26,0
11005,7,0
11006,0,0
11007,2,0
11008,38,0
11009,9,0
11010,22,0
11011,96,1
11012,1,0
11013,23,0
11014,20,0
11015,26,0
11016,21,0
11017,2,0
11018,41,0
11019,26,0
11020,41,0
11021,34,0
11022,8,0
11023,0,0
11024,7,0
11025,106,1
11026,4,0
11027,0,0
11028,29,0
11029,28,0
11030,12,0
11031,8,0
11032,142,1
11033,273,1
11034,81,1
11035,8,0
11036,20,0
11037,21,0
11038,11,0
11039,28,0
11040,10,0
11041,74,1
11042,70,1
11043,71,1
11044,15,0
11045,13,0
11046,3,0
11047,44,0
11048,287,1
11049,25,0
11050,4,0
11051,18,0
11052,0,0
11053,25,0
11054,44,0
11055,0,0
11056,57,1
11057,8,0
11058,32,0
11059,0,0
11060,83,1
11061,106,1
11062,21,0
11063,13,0
11064,89,1
11065,37,0
11066,102,1
11067,9,0
11068,62,1
11069,55,1
11070,9,0
11071,5,0
11072,19,0
11073,271,1
11074,185,1
11075,68,1
11076,41,0
11077,22,0
11078,31,0
11079,19,0
11080,18,0
11081,3,0
11082,12,0
11083,37,0
11084,74,1
11085,36,0
11086,19,0
11087,1,0
11088,4017,1
11089,1318,1
11090,59,1
11091,4,0
11092,527,1
11093,9,0
11094,397,1
11095,81,1
11096,29,0
11097,35,0
11098,109,1
11099,122,1
11100,5,0
11101,61,1
11102,75,1
11103,12,0
11104,56,1
11105,16,0
11106,17,0
11107,1,0
11108,1,0
11109,2,0
11110,9,0
11111,10,0
11112,25,0
11113,124,1
11114,192,1
11115,37,0
11116,3,0
11117,82,1
11118,18,0
11119,4,0
11120,101,1
11121,34,0
11122,90,1
11123,82,1
11124,98,1
11125,7,0
11126,5,0
11127,50,0
11128,139,1
11129,4,0
11130,17,0
11131,12,0
11132,33,0
11133,43,0
11134,53,1
11135,3,0
11136,97,1
11137,1,0
11138,2,0
11139,7,0
11140,51,1
11141,43,0
11142,7,0
11143,10,0
11144,2,0
11145,140,1
11146,4,0
11147,0,0
11148,10,0
11149,9,0
11150,0,0
11151,270,1
11152,3,0
11153,20,0
11154,13,0
11155,3,0
11156,6,0
11157,36,0
11158,5,0
11159,3,0
11160,22,0
11161,12,0
11162,188,1
11163,25,0
11164,110,1
11165,9,0
11166,137,1
11167,41,0
11168,9,0
11169,26,0
11170,8,0
11171,124,1
11172,4,0
11173,99,1
11174,23,0
11175,2,0
11176,2,0
11177,11,0
11178,24,0
11179,16,0
11180,2,0
11181,114,1
11182,3,0
11183,66,1
11184,27,0
11185,41,0
11186,10,0
11187,6,0
11188,208,1
11189,105,1
11190,11,0
11191,28,0
11192,781,1
11193,0,0
11194,15,0
11195,2,0
11196,97,1
11197,3,0
11198,0,0
11199,4,0
11200,74,1
11201,10,0
11202,4,0
11203,2,0
11204,4,0
11205,10,0
11206,247,1
11207,15,0
11208,342,1
11209,25,0
11210,42,0
11211,3,0
11212,2,0
11213,1,0
11214,14,0
11215,35,0
11216,91,1
11217,40,0
11218,137,1
11219,51,1
11220,251,1
11221,222,1
11222,365,1
11223,121,1
11224,33,0
11225,9,0
11226,9,0
11227,8,0
11228,103,1
11229,5,0
11230,4,0
11231,76,1
11232,78,1
11233,72,1
11234,6,0
11235,38,0
11236,18,0
11237,22,0
11238,17,0
11239,5,0
11240,7,0
11241,42,0
11242,1,0
11243,27,0
11244,9,0
11245,88,1
11246,7,0
11247,8,0
11248,321,1
11249,146,1
11250,76,1
11251,6,0
11252,3,0
11253,57,1
11254,11,0
11255,82,1
11256,9,0
11257,289,1
11258,22,0
11259,3,0
11260,12,0
11261,18,0
11262,2,0
11263,5,0
11264,5,0
11265,5,0
11266,1,0
11267,11,0
11268,12,0
11269,9,0
11270,10,0
11271,25,0
11272,13,0
11273,77,1
11274,6,0
11275,21,0
11276,3,0
11277,4,0
11278,102,1
11279,0,0
11280,967,1
11281,24,0
11282,16,0
11283,35,0
11284,30,0
11285,12,0
11286,9,0
11287,13,0
11288,7,0
11289,10,0
11290,103,1
11291,8,0
11292,20,0
11293,528,1
11294,555,1
12001,64,1
12002,8,0
12003,27,0
12004,27,0
12005,88,1
12006,25,0
12007,2,0
12008,97,1
12009,6,0
12010,26,0
12011,483,1
12012,1,0
12013,820,1
12014,617,1
12015,82,1
12016,15,0
12017,19,0
12018,64,1
12019,39,0
12020,89,1
12021,27,0
12022,71,1
12023,22,0
12024,75,1
12025,5,0
12026,46,0
12027,37,0
12028,200,1
12029,2,0
12030,13,0
12031,24,0
12032,73,1
12033,217,1
12034,24,0
12035,0,0
12036,0,0
12037,4,0
12038,5,0
12039,0,0
12040,2,0
12041,0,0
12042,12,0
12043,30,0
12044,18,0
12045,1,0
12046,1,0
12047,22,0
12048,10,0
12049,123,1
12050,97,1
12051,65,1
12052,15,0
12053,5,0
12054,1,0
12055,14,0
12056,0,0
12057,5,0
12058,12,0
12059,15,0
12060,194,1
12061,108,1
12062,19,0
12063,83,1
12064,3,0
12065,16,0
12066,44,0
12067,26,0
12068,15,0
12069,31,0
12070,40,0
12071,65,1
12072,13,0
12073,8,0
12074,47,0
12075,4,0
12076,18,0
12077,60,1
12078,13,0
12079,51,1
12080,48,0
12081,35,0
12082,10,0
12083,0,0
12084,397,1
12085,326,1
12086,12,0
12087,133,1
12088,0,0
12089,276,1
12090,47,0
12091,90,1
12092,1,0
12093,32,0
12094,11,0
12095,29,0
12096,1,0
12097,308,1
12098,17,0
12099,7,0
12100,60,1
12101,18,0
12102,407,1
12103,31,0
12104,0,0
12105,147,1
12106,6,0
12107,87,1
12108,1,0
12109,10,0
12110,5,0
12111,10,0
12112,22,0
12113,9,0
12114,494,1
12115,13,0
12116,4,0
12117,35,0
12118,38,0
12119,183,1
12120,37,0
12121,27,0
12122,49,0
12123,2,0
12124,0,0
12125,50,0
12126,1,0
12127,0,0
12128,41,0
12129,32,0
12130,0,0
12131,28,0
12132,83,1
12133,2,0
12134,5,0
12135,24,0
12136,9,0
12137,642,1
12138,28,0
12139,0,0
12140,22,0
12141,34,0
12142,1,0
12143,122,1
12144,24,0
12145,20,0
12146,20,0
12147,18,0
12148,46,0
12149,1,0
12150,1876,1
12151,11,0
12152,16,0
12153,14,0
12154,34,0
12155,16,0
12156,6,0
12157,106,1
12158,123,1
12159,8,0
12160,30,0
12161,15,0
12162,100,1
12163,78,1
12164,22,0
12165,0,0
12166,54,1
12167,383,1
12168,0,0
12169,239,1
12170,7,0
12171,124,1
12172,19,0
12173,231,1
12174,7,0
12175,4,0
12176,11,0
12177,14,0
12178,10,0
12179,2,0
12180,13,0
12181,75,1
12182,152,1
12183,240,1
12184,37,0
12185,33,0
12186,4,0
12187,51,1
12188,178,1
12189,3,0
12190,23,0
12191,74,1
12192,37,0
12193,2,0
12194,68,1
12195,9,0
12196,41,0
12197,4,0
12198,47,0
12199,21,0
12200,11,0
12201,14,0
12202,11,0
12203,159,1
12204,8,0
12205,3,0
12206,66,1
12207,29,0
12208,4,0
12209,447,1
12210,83,1
12211,24,0
12212,39,0
12213,9,0
12214,5,0
12215,7,0
12216,45,0
12217,13,0
12218,198,1
12219,0,0
12220,51,1
12221,92,1
12222,329,1
12223,21,0
12224,20,0
12225,43,0
12226,17,0
12227,42,0
12228,22,0
12229,11,0
12230,16,0
12231,16,0
12232,45,0
12233,2,0
12234,3,0
12235,7,0
12236,2,0
12237,104,1
12238,63,1
12239,9,0
12240,7,0
12241,1,0
12242,10,0
12243,46,0
12244,29,0
12245,122,1
12246,57,1
12247,16,0
12248,77,1
12249,29,0
12250,13,0
12251,25,0
12252,10,0
12253,11,0
12254,12,0
12255,9,0
12256,0,0
12257,42,0
12258,203,1
12259,1,0
12260,20,0
12261,13,0
12262,7,0
12263,9,0
12264,47,0
12265,1,0
12266,14,0
12267,168,1
12268,78,1
12269,0,0
12270,0,0
101001,3,0
101002,5,0
101003,31,0
101004,13,0
101005,35,0
101006,85,1
101007,2,0
101008,115,1
101009,43,0
101010,11,0
101011,244,1
101012,16,0
101013,111,1
101014,39,0
101015,5,0
101016,40,0
101017,4,0
101018,6,0
101019,79,1
101020,71,1
101021,1,0
101022,3,0
101023,1,0
101024,36,0
101025,21,0
101026,211,1
101027,50,0
101028,2,0
101029,360,1
101030,1,0
101031,11,0
101032,28,0
101033,17,0
101034,45,0
101035,15,0
101036,445,1
101037,21,0
101038,14,0
101039,15,0
101040,7,0
101041,7,0
101042,10,0
101043,98,1
101044,23,0
101045,4,0
101046,14,0
101047,5,0
101048,0,0
101049,78,1
101050,2,0
101051,5,0
101052,4,0
101053,18,0
101054,13,0
101055,194,1
101056,5,0
101057,1,0
101058,5,0
101059,0,0
101060,168,1
101061,84,1
101062,24,0
101063,2,0
101064,8,0
101065,56,1
101066,6,0
101067,14,0
101068,14,0
101069,6,0
101070,10,0
101071,61,1
101073,139,1
101074,70,1
101076,106,1
101077,2,0
101078,133,1
101079,94,1
101080,7,0
101081,7,0
101082,29,0
101083,68,1
101084,7,0
101085,4,0
101086,3,0
101087,31,0
101088,11,0
101089,36,0
101090,5,0
101091,52,1
101092,10,0
101093,62,1
101094,4,0
101095,9,0
101096,78,1
101097,117,1
101098,3,0
101099,3,0
101100,9,0
101101,38,0
101102,232,1
101103,16,0
101104,5,0
101105,71,1
101106,3,0
101107,1,0
101108,23,0
101109,47,0
101110,28,0
101111,4,0
101112,3,0
101113,91,1
101114,36,0
101115,13,0
101116,36,0
101117,61,1
101118,18,0
101119,38,0
101120,26,0
101121,2,0
101122,7,0
101123,13,0
101124,4,0
101125,11,0
101126,350,1
101127,62,1
101128,12,0
101129,35,0
101130,11,0
101131,15,0
101132,12,0
101133,92,1
101134,110,1
101135,166,1
101136,15,0
101137,9,0
101138,18,0
101139,11,0
101140,4,0
101141,1,0
101142,12,0
101143,21,0
101144,0,0
101145,41,0
101146,3,0
101147,0,0
101148,25,0
101149,15,0
101150,6,0
101151,145,1
101152,347,1
101153,26,0
101154,93,1
101155,54,1
101158,10,0
101159,21,0
101160,21,0
101161,183,1
101162,51,1
101163,33,0
101164,42,0
101165,26,0
101166,14,0
101167,8,0
101168,29,0
101169,14,0
101170,38,0
101171,16,0
101172,5,0
101173,7,0
101174,1,0
101175,2,0
101176,28,0
101177,22,0
101178,57,1
101179,2,0
101180,31,0
101181,2,0
101183,5,0
101184,8,0
101185,7,0
101186,5,0
101187,38,0
101188,5,0
101189,45,0
101190,21,0
101191,10,0
101192,60,1
101194,209,1
101195,64,1
101196,18,0
101197,45,0
101198,64,1
101199,63,1
101200,43,0
101201,139,1
101202,47,0
101203,20,0
101205,3,0
101206,48,0
101207,25,0
101208,1,0
101209,160,1
101210,8,0
101211,51,1
101212,9,0
101213,8,0
101214,4,0
101215,16,0
101216,13,0
101218,75,1
101219,206,1
101220,9,0
101221,28,0
101222,5,0
101223,38,0
101224,5,0
101225,35,0
101226,8,0
101227,67,1
101228,63,1
101229,77,1
101230,9,0
101231,23,0
101232,8,0
101233,400,1
101234,96,1
101235,28,0
101236,55,1
102001,6,0
102002,3,0
102003,19,0
102004,10,0
102005,8,0
102006,38,0
102007,14,0
102008,125,1
102009,33,0
102010,11,0
102011,15,0
102012,29,0
102013,21,0
102014,13,0
102015,41,0
102016,2,0
102017,38,0
102018,3,0
102021,28,0
102022,55,1
102023,7,0
102024,2,0
102025,116,1
102026,17,0
102027,73,1
102028,11,0
102029,3,0
102030,14,0
102031,15,0
102032,17,0
102033,1,0
102034,97,1
102035,12,0
102036,21,0
102037,5,0
102038,44,0
102039,2,0
102040,23,0
102041,191,1
102042,22,0
102044,49,0
102045,50,0
102046,31,0
102047,3,0
102048,6,0
102049,58,1
102050,135,1
102053,22,0
102054,2,0
102055,21,0
102056,3,0
102057,1,0
102059,28,0
102060,92,1
102062,4,0
102063,13,0
102064,1,0
102065,16,0
102066,4,0
102067,14,0
102068,8,0
102069,33,0
102070,62,1
102072,39,0
102073,8,0
102074,1,0
102075,226,1
102076,181,1
102077,25,0
102078,95,1
102079,143,1
102080,2,0
102081,9,0
102082,24,0
102083,2,0
102084,232,1
102085,17,0
102086,52,1
102087,8,0
102088,3,0
102089,3,0
102090,15,0
102091,51,1
102092,62,1
102094,15,0
102095,18,0
102096,15,0
102097,242,1
102098,30,0
102099,3,0
102100,48,0
102101,6,0
102102,57,1
102103,43,0
102104,112,1
102105,17,0
102106,2,0
102107,116,1
102108,4,0
102109,51,1
102110,14,0
102111,202,1
102112,144,1
102113,54,1
102114,2,0
102115,11,0
102116,1,0
102117,1,0
102118,3,0
102119,25,0
102120,20,0
102121,59,1
102122,45,0
102123,0,0
102124,4,0
102125,473,1
102126,44,0
102127,111,1
102128,4,0
102129,7,0
102130,15,0
102131,5,0
102132,20,0
102133,0,0
102134,17,0
102135,74,1
102136,0,0
102137,9,0
102138,53,1
102139,11,0
102140,107,1
102141,31,0
102142,0,0
102143,13,0
102144,23,0
102145,22,0
102146,6,0
102147,173,1
102148,13,0
102149,36,0
102150,74,1
102151,17,0
102152,20,0
102153,11,0
102154,8,0
102155,49,0
102156,6,0
102157,2,0
102158,6,0
102159,25,0
102160,11,0
102161,143,1
102162,33,0
102163,2,0
102164,32,0
102165,9,0
102166,0,0
102167,13,0
102168,135,1
102169,16,0
102170,48,0
102171,25,0
102172,9,0
102173,161,1
102174,5,0
102175,181,1
102176,1,0
102177,3,0
102178,77,1
102179,3,0
102180,38,0
102181,11,0
102182,49,0
102183,0,0
102184,113,1
102185,19,0
102186,189,1
102187,20,0
102188,48,0
102189,3,0
102190,149,1
102191,43,0
102192,7,0
102193,50,0
102194,59,1
102195,278,1
102196,9,0
102197,7,0
102198,23,0
102199,52,1
102200,8,0
102201,61,1
102202,1,0
102203,9,0
102204,19,0
102205,4,0
102206,1,0
102207,8,0
102208,21,0
102209,24,0
102210,21,0
102211,1,0
